Data;Miasto;Temp_min (°C);Temp_avg (°C);Temp_max (°C);Opady (mm);Śnieg (cm);Nasłonecznienie (h);Kategoria pogody
2024-04-27;Kraków;5.8;8.7;15.6;0.0;0.0;9.0;Słonecznie
2024-04-28;Kraków;3.2;6.4;12.1;2.1;0.0;4.0;Pochmurno z opadami
2024-04-29;Kraków;3.0;6.9;9.3;19.0;0.0;5.2;Deszcz
2024-04-30;Kraków;5.3;5.6;12.1;5.6;0.0;2.3;Pochmurno z opadami
2024-05-01;Kraków;13.0;16.4;20.9;0.0;0.0;14.0;Słonecznie
2024-05-02;Kraków;9.3;11.3;16.8;1.4;0.0;1.6;Pochmurno z opadami
2024-05-03;Kraków;7.1;12.1;18.3;0.0;0.0;13.2;Słonecznie
2024-05-04;Kraków;8.7;11.3;16.7;0.0;0.0;6.1;Pochmurno
2024-05-05;Kraków;13.0;16.6;20.5;0.0;0.0;6.9;Pochmurno
2024-05-06;Kraków;10.9;14.7;18.5;2.5;0.0;6.0;Pochmurno z opadami
2024-05-07;Kraków;4.0;9.4;12.7;0.0;0.0;8.5;Słonecznie
2024-05-08;Kraków;4.5;9.6;16.3;3.9;0.0;3.8;Pochmurno z opadami
2024-05-09;Kraków;11.4;15.7;20.3;0.0;0.0;6.6;Pochmurno
2024-05-10;Kraków;14.7;17.7;20.8;0.0;0.0;9.6;Słonecznie
2024-05-11;Kraków;9.0;11.5;13.9;0.0;0.0;6.8;Pochmurno
2024-05-12;Kraków;9.4;13.8;20.5;0.0;0.0;9.3;Słonecznie
2024-05-13;Kraków;10.0;13.7;19.6;0.0;0.0;11.1;Słonecznie
2024-05-14;Kraków;11.5;14.8;18.0;0.0;0.0;4.5;Pochmurno
2024-05-15;Kraków;11.7;16.5;22.6;1.8;0.0;1.7;Pochmurno z opadami
2024-05-16;Kraków;8.3;14.6;20.5;0.0;0.0;9.3;Słonecznie
2024-05-17;Kraków;13.5;16.7;20.8;0.0;0.0;9.8;Słonecznie
2024-05-18;Kraków;13.4;15.7;24.0;0.1;0.0;4.3;Pochmurno z opadami
2024-05-19;Kraków;13.4;17.5;24.3;0.0;0.0;9.2;Słonecznie
2024-05-20;Kraków;12.3;15.8;20.6;0.3;0.0;0.0;Pochmurno z opadami
2024-05-21;Kraków;9.0;16.0;20.9;0.6;0.0;5.8;Pochmurno z opadami
2024-05-22;Kraków;8.5;13.2;18.7;0.0;0.0;10.3;Słonecznie
2024-05-23;Kraków;10.1;14.1;16.7;0.0;0.0;9.7;Słonecznie
2024-05-24;Kraków;13.2;18.0;23.0;0.0;0.0;9.0;Słonecznie
2024-05-25;Kraków;17.7;21.2;26.5;0.0;0.0;5.4;Pochmurno
2024-05-26;Kraków;10.3;14.5;21.5;0.0;0.0;7.4;Słonecznie
2024-05-27;Kraków;13.1;16.5;20.5;0.0;0.0;8.7;Słonecznie
2024-05-28;Kraków;7.2;13.1;16.9;0.0;0.0;9.7;Słonecznie
2024-05-29;Kraków;8.9;13.9;20.1;0.0;0.0;8.9;Słonecznie
2024-05-30;Kraków;10.5;14.9;17.8;4.2;0.0;1.4;Pochmurno z opadami
2024-05-31;Kraków;12.3;16.7;24.2;9.6;0.0;2.1;Deszcz
2024-06-01;Kraków;15.8;19.8;20.7;0.0;0.0;9.9;Słonecznie
2024-06-02;Kraków;12.3;18.2;21.2;6.6;0.0;0.0;Pochmurno z opadami
2024-06-03;Kraków;11.7;17.4;22.3;3.0;0.0;0.0;Pochmurno z opadami
2024-06-04;Kraków;17.6;20.6;21.8;0.0;0.0;7.6;Słonecznie
2024-06-05;Kraków;14.6;18.0;22.8;0.6;0.0;2.6;Pochmurno z opadami
2024-06-06;Kraków;10.2;13.6;18.5;0.0;0.0;7.7;Słonecznie
2024-06-07;Kraków;18.3;25.1;28.7;0.0;0.0;3.1;Pochmurno
2024-06-08;Kraków;14.4;18.9;22.4;0.0;0.0;6.1;Pochmurno
2024-06-09;Kraków;20.2;23.8;30.0;0.0;0.0;5.8;Pochmurno
2024-06-10;Kraków;15.9;19.4;23.1;2.9;0.0;4.8;Pochmurno z opadami
2024-06-11;Kraków;18.7;21.5;27.1;1.5;0.0;1.4;Pochmurno z opadami
2024-06-12;Kraków;11.5;17.2;22.1;0.0;0.0;4.8;Pochmurno
2024-06-13;Kraków;18.2;21.9;23.8;0.0;0.0;8.8;Słonecznie
2024-06-14;Kraków;17.0;22.9;27.2;0.0;0.0;8.3;Słonecznie
2024-06-15;Kraków;14.1;20.4;23.9;0.0;0.0;6.9;Pochmurno
2024-06-16;Kraków;16.2;18.0;23.5;0.3;0.0;5.8;Pochmurno z opadami
2024-06-17;Kraków;18.6;22.4;29.5;0.0;0.0;9.3;Słonecznie
2024-06-18;Kraków;11.3;14.5;18.5;0.0;0.0;9.2;Słonecznie
2024-06-19;Kraków;5.6;13.4;19.4;0.0;0.0;8.4;Słonecznie
2024-06-20;Kraków;16.7;24.2;30.7;0.5;0.0;4.3;Pochmurno z opadami
2024-06-21;Kraków;15.8;20.2;23.3;0.0;0.0;6.0;Pochmurno
2024-06-22;Kraków;14.3;17.3;17.6;0.0;0.0;7.3;Słonecznie
2024-06-23;Kraków;15.5;19.7;24.8;2.6;0.0;5.0;Pochmurno z opadami
2024-06-24;Kraków;13.5;17.8;21.7;0.0;0.0;5.6;Pochmurno
2024-06-25;Kraków;13.0;17.6;21.4;0.0;0.0;10.3;Słonecznie
2024-06-26;Kraków;18.2;24.3;27.7;1.0;0.0;3.1;Pochmurno z opadami
2024-06-27;Kraków;15.6;20.4;25.8;0.0;0.0;7.0;Pochmurno
2024-06-28;Kraków;20.0;23.8;27.5;0.0;0.0;8.6;Słonecznie
2024-06-29;Kraków;17.5;18.9;23.9;0.0;0.0;6.4;Pochmurno
2024-06-30;Kraków;18.6;21.1;28.3;0.0;0.0;6.4;Pochmurno
2024-07-01;Kraków;16.1;20.7;23.2;0.6;0.0;0.0;Pochmurno z opadami
2024-07-02;Kraków;18.4;23.8;27.9;0.0;0.0;5.2;Pochmurno
2024-07-03;Kraków;20.0;22.8;26.9;0.0;0.0;11.2;Słonecznie
2024-07-04;Kraków;20.2;24.4;27.1;1.7;0.0;2.5;Pochmurno z opadami
2024-07-05;Kraków;17.9;23.4;30.0;0.0;0.0;8.9;Słonecznie
2024-07-06;Kraków;19.9;22.5;29.1;0.0;0.0;9.9;Słonecznie
2024-07-07;Kraków;14.6;19.1;25.3;0.3;0.0;4.1;Pochmurno z opadami
2024-07-08;Kraków;14.9;18.7;25.7;3.4;0.0;0.0;Pochmurno z opadami
2024-07-09;Kraków;20.4;25.1;29.4;6.7;0.0;1.3;Pochmurno z opadami
2024-07-10;Kraków;16.6;22.4;29.2;1.5;0.0;0.0;Pochmurno z opadami
2024-07-11;Kraków;22.8;28.6;31.4;1.6;0.0;3.9;Upał
2024-07-12;Kraków;16.8;21.4;26.8;5.0;0.0;5.0;Pochmurno z opadami
2024-07-13;Kraków;14.9;20.0;26.9;2.0;0.0;2.5;Pochmurno z opadami
2024-07-14;Kraków;17.6;22.4;26.8;0.0;0.0;5.5;Pochmurno
2024-07-15;Kraków;17.8;22.2;26.0;4.5;0.0;1.4;Pochmurno z opadami
2024-07-16;Kraków;22.5;25.5;29.2;0.0;0.0;1.2;Pochmurno
2024-07-17;Kraków;15.1;21.0;22.3;1.6;0.0;0.0;Pochmurno z opadami
2024-07-18;Kraków;22.3;26.5;32.2;3.9;0.0;0.0;Upał
2024-07-19;Kraków;17.4;20.0;25.3;0.0;0.0;8.7;Słonecznie
2024-07-20;Kraków;22.3;27.8;33.0;0.0;0.0;7.2;Upał
2024-07-21;Kraków;26.1;31.0;34.8;0.0;0.0;7.5;Upał
2024-07-22;Kraków;19.7;20.1;25.7;2.5;0.0;6.3;Pochmurno z opadami
2024-07-23;Kraków;22.1;24.8;29.1;0.0;0.0;6.9;Pochmurno
2024-07-24;Kraków;14.0;17.5;23.8;0.0;0.0;4.9;Pochmurno
2024-07-25;Kraków;20.7;25.5;29.1;0.0;0.0;7.7;Słonecznie
2024-07-26;Kraków;21.9;27.0;32.0;0.0;0.0;7.4;Upał
2024-07-27;Kraków;19.5;22.7;23.9;0.0;0.0;12.9;Słonecznie
2024-07-28;Kraków;18.3;22.9;27.8;1.0;0.0;0.2;Pochmurno z opadami
2024-07-29;Kraków;14.0;15.5;17.2;0.0;0.0;10.5;Słonecznie
2024-07-30;Kraków;20.3;22.4;28.3;1.4;0.0;4.4;Pochmurno z opadami
2024-07-31;Kraków;19.6;24.4;30.6;0.0;0.0;13.7;Słonecznie
2024-08-01;Kraków;25.4;28.4;36.3;0.0;0.0;8.9;Upał
2024-08-02;Kraków;22.1;23.6;28.3;0.0;0.0;6.0;Pochmurno
2024-08-03;Kraków;18.9;24.5;25.7;0.0;0.0;7.9;Słonecznie
2024-08-04;Kraków;21.5;25.2;31.5;0.0;0.0;8.8;Słonecznie
2024-08-05;Kraków;19.4;23.0;25.8;0.0;0.0;5.3;Pochmurno
2024-08-06;Kraków;19.9;23.9;28.7;6.8;0.0;1.0;Pochmurno z opadami
2024-08-07;Kraków;15.0;18.3;19.9;8.6;0.0;0.0;Deszcz
2024-08-08;Kraków;15.5;21.9;26.8;0.2;0.0;2.7;Pochmurno z opadami
2024-08-09;Kraków;18.9;20.5;24.1;0.0;0.0;10.1;Słonecznie
2024-08-10;Kraków;21.1;26.1;33.9;0.0;0.0;8.2;Upał
2024-08-11;Kraków;19.3;26.4;28.3;0.1;0.0;2.5;Upał
2024-08-12;Kraków;16.6;24.1;29.1;0.0;0.0;9.2;Słonecznie
2024-08-13;Kraków;18.7;21.6;23.3;8.3;0.0;0.3;Deszcz
2024-08-14;Kraków;20.3;22.5;26.6;0.0;0.0;7.8;Słonecznie
2024-08-15;Kraków;14.8;17.6;23.1;1.1;0.0;2.3;Pochmurno z opadami
2024-08-16;Kraków;14.8;18.9;25.7;0.0;0.0;9.2;Słonecznie
2024-08-17;Kraków;17.5;21.6;27.3;2.5;0.0;2.5;Pochmurno z opadami
2024-08-18;Kraków;18.6;21.0;26.5;2.3;0.0;0.0;Pochmurno z opadami
2024-08-19;Kraków;18.7;20.6;25.3;0.0;0.0;9.2;Słonecznie
2024-08-20;Kraków;22.1;25.2;27.4;0.0;0.0;10.0;Słonecznie
2024-08-21;Kraków;13.2;16.6;21.1;0.0;0.0;7.8;Słonecznie
2024-08-22;Kraków;19.3;22.2;26.7;0.3;0.0;2.0;Pochmurno z opadami
2024-08-23;Kraków;16.8;21.8;26.2;0.0;0.0;8.3;Słonecznie
2024-08-24;Kraków;16.8;21.5;26.6;0.9;0.0;5.4;Pochmurno z opadami
2024-08-25;Kraków;16.1;21.2;25.0;5.5;0.0;0.4;Pochmurno z opadami
2024-08-26;Kraków;13.0;18.6;23.9;0.0;0.0;10.9;Słonecznie
2024-08-27;Kraków;19.6;21.8;26.6;3.3;0.0;4.4;Pochmurno z opadami
2024-08-28;Kraków;17.7;20.9;24.3;2.9;0.0;2.0;Pochmurno z opadami
2024-08-29;Kraków;12.0;16.0;17.5;2.6;0.0;0.4;Pochmurno z opadami
2024-08-30;Kraków;14.9;18.9;25.3;1.6;0.0;4.3;Pochmurno z opadami
2024-08-31;Kraków;13.0;16.2;19.1;0.0;0.0;8.6;Słonecznie
2024-09-01;Kraków;20.1;22.6;23.9;1.9;0.0;4.6;Pochmurno z opadami
2024-09-02;Kraków;14.3;18.3;23.7;0.0;0.0;6.9;Pochmurno
2024-09-03;Kraków;13.4;17.9;24.8;0.0;0.0;3.3;Pochmurno
2024-09-04;Kraków;13.0;17.3;20.6;0.0;0.0;12.2;Słonecznie
2024-09-05;Kraków;12.4;16.4;22.4;2.1;0.0;0.6;Pochmurno z opadami
2024-09-06;Kraków;13.7;15.5;21.2;0.0;0.0;9.5;Słonecznie
2024-09-07;Kraków;12.7;16.1;21.6;3.0;0.0;1.6;Pochmurno z opadami
2024-09-08;Kraków;19.0;24.3;31.3;2.6;0.0;0.8;Pochmurno z opadami
2024-09-09;Kraków;15.3;19.4;25.8;0.0;0.0;7.1;Słonecznie
2024-09-10;Kraków;9.8;15.0;18.5;1.6;0.0;3.5;Pochmurno z opadami
2024-09-11;Kraków;18.0;22.0;26.6;2.3;0.0;0.0;Pochmurno z opadami
2024-09-12;Kraków;16.3;20.5;26.3;0.0;0.0;6.9;Pochmurno
2024-09-13;Kraków;11.4;18.1;21.8;0.5;0.0;6.0;Pochmurno z opadami
2024-09-14;Kraków;10.2;17.3;19.8;8.3;0.0;4.9;Deszcz
2024-09-15;Kraków;9.8;14.0;21.9;0.0;0.0;7.3;Słonecznie
2024-09-16;Kraków;9.8;16.0;20.4;1.9;0.0;3.2;Pochmurno z opadami
2024-09-17;Kraków;13.5;18.1;21.4;0.0;0.0;6.7;Pochmurno
2024-09-18;Kraków;12.5;14.3;17.8;0.5;0.0;0.0;Pochmurno z opadami
2024-09-19;Kraków;15.7;17.1;18.6;0.0;0.0;6.2;Pochmurno
2024-09-20;Kraków;12.1;16.5;20.1;4.8;0.0;4.8;Pochmurno z opadami
2024-09-21;Kraków;14.9;18.0;20.6;0.0;0.0;9.7;Słonecznie
2024-09-22;Kraków;10.5;18.4;21.2;7.0;0.0;3.7;Pochmurno z opadami
2024-09-23;Kraków;15.3;17.7;23.8;0.0;0.0;3.0;Pochmurno
2024-09-24;Kraków;13.8;16.2;21.7;4.7;0.0;5.3;Pochmurno z opadami
2024-09-25;Kraków;4.7;10.7;14.6;3.0;0.0;4.2;Pochmurno z opadami
2024-09-26;Kraków;5.9;12.0;16.3;0.0;0.0;3.5;Pochmurno
2024-09-27;Kraków;14.5;19.3;25.7;6.1;0.0;0.0;Pochmurno z opadami
2024-09-28;Kraków;7.1;12.7;17.5;0.9;0.0;0.0;Pochmurno z opadami
2024-09-29;Kraków;13.1;15.9;24.4;0.3;0.0;0.0;Pochmurno z opadami
2024-09-30;Kraków;7.5;11.1;13.4;0.0;0.0;7.5;Słonecznie
2024-10-01;Kraków;7.4;12.2;17.6;10.1;0.0;0.0;Deszcz
2024-10-02;Kraków;10.5;13.0;17.9;0.0;0.0;10.7;Słonecznie
2024-10-03;Kraków;4.8;7.8;9.5;0.0;0.0;9.3;Słonecznie
2024-10-04;Kraków;11.8;15.5;18.7;0.6;0.0;0.0;Pochmurno z opadami
2024-10-05;Kraków;7.6;10.4;14.8;0.0;0.0;9.8;Słonecznie
2024-10-06;Kraków;4.0;8.6;10.6;4.7;0.0;0.7;Pochmurno z opadami
2024-10-07;Kraków;8.1;12.1;16.8;2.3;0.0;0.8;Pochmurno z opadami
2024-10-08;Kraków;1.5;5.5;11.6;0.0;0.0;8.9;Słonecznie
2024-10-09;Kraków;5.6;11.3;15.4;1.8;0.0;4.1;Pochmurno z opadami
2024-10-10;Kraków;8.6;9.7;13.5;0.0;0.0;7.3;Słonecznie
2024-10-11;Kraków;4.4;8.5;13.0;0.0;0.0;7.2;Słonecznie
2024-10-12;Kraków;1.3;3.4;9.5;0.0;0.0;9.9;Słonecznie
2024-10-13;Kraków;2.0;4.8;11.7;0.2;0.0;0.3;Pochmurno z opadami
2024-10-14;Kraków;2.7;6.6;12.4;2.3;0.0;3.8;Pochmurno z opadami
2024-10-15;Kraków;6.7;10.7;14.7;0.8;0.0;3.3;Pochmurno z opadami
2024-10-16;Kraków;0.1;6.7;13.2;8.2;0.0;2.1;Deszcz
2024-10-17;Kraków;5.4;7.8;10.9;0.0;0.0;8.9;Słonecznie
2024-10-18;Kraków;5.7;7.7;16.6;0.3;0.0;0.0;Pochmurno z opadami
2024-10-19;Kraków;4.5;8.8;11.2;8.4;0.0;3.9;Deszcz
2024-10-20;Kraków;2.2;6.5;11.6;0.0;0.0;6.1;Pochmurno
2024-10-21;Kraków;4.0;5.6;11.1;11.1;0.0;0.0;Deszcz
2024-10-22;Kraków;1.4;5.4;7.6;0.0;0.0;10.8;Słonecznie
2024-10-23;Kraków;1.3;6.9;11.0;0.0;0.0;6.7;Pochmurno
2024-10-24;Kraków;-0.2;5.1;8.9;1.4;0.0;3.5;Pochmurno z opadami
2024-10-25;Kraków;5.0;9.0;12.2;0.0;0.0;7.0;Pochmurno
2024-10-26;Kraków;-7.0;-1.8;2.9;7.9;0.0;0.0;Pochmurno z opadami
2024-10-27;Kraków;3.1;4.4;8.2;0.0;0.0;6.5;Pochmurno
2024-10-28;Kraków;3.1;6.6;12.9;6.7;0.0;0.5;Pochmurno z opadami
2024-10-29;Kraków;-4.4;-1.2;2.5;0.0;0.0;5.7;Pochmurno
2024-10-30;Kraków;2.4;4.7;10.1;0.0;0.0;9.8;Słonecznie
2024-10-31;Kraków;3.7;7.5;16.1;0.0;0.0;10.7;Słonecznie
2024-11-01;Kraków;1.8;5.1;12.5;0.0;0.0;10.4;Słonecznie
2024-11-02;Kraków;-4.4;1.2;5.9;0.5;0.0;0.0;Pochmurno z opadami
2024-11-03;Kraków;-0.2;4.8;11.8;0.0;0.0;6.2;Pochmurno
2024-11-04;Kraków;-4.8;-0.8;4.7;0.0;0.0;8.6;Słonecznie
2024-11-05;Kraków;-0.7;3.5;11.3;0.5;0.0;2.9;Pochmurno z opadami
2024-11-06;Kraków;1.8;5.4;5.7;0.0;0.0;4.9;Pochmurno
2024-11-07;Kraków;-3.0;2.6;11.2;0.0;0.0;9.1;Słonecznie
2024-11-08;Kraków;-0.1;4.0;4.7;0.0;0.0;9.8;Słonecznie
2024-11-09;Kraków;-0.7;3.9;7.6;0.0;0.0;7.1;Słonecznie
2024-11-10;Kraków;-3.4;2.2;6.5;0.0;0.0;13.0;Słonecznie
2024-11-11;Kraków;2.2;4.3;9.1;2.8;0.0;0.4;Pochmurno z opadami
2024-11-12;Kraków;3.9;7.3;13.2;0.1;0.0;3.5;Pochmurno z opadami
2024-11-13;Kraków;1.2;3.1;7.2;2.0;0.0;4.0;Pochmurno z opadami
2024-11-14;Kraków;-4.8;-1.0;2.6;0.3;0.0;0.1;Pochmurno z opadami
2024-11-15;Kraków;-2.5;2.6;8.7;0.0;0.0;8.6;Słonecznie
2024-11-16;Kraków;3.6;5.4;11.3;0.0;0.0;9.5;Słonecznie
2024-11-17;Kraków;-3.4;-1.7;2.0;0.0;0.0;6.4;Pochmurno
2024-11-18;Kraków;0.6;3.7;7.2;0.0;0.0;6.5;Pochmurno
2024-11-19;Kraków;0.5;4.5;9.2;0.0;0.0;7.7;Słonecznie
2024-11-20;Kraków;1.9;4.8;12.2;11.2;0.0;2.5;Deszcz
2024-11-21;Kraków;-3.7;2.3;6.2;0.0;0.0;8.0;Słonecznie
2024-11-22;Kraków;-3.5;0.7;6.5;0.0;0.0;5.8;Pochmurno
2024-11-23;Kraków;0.8;2.4;5.0;6.3;0.0;7.1;Słonecznie
2024-11-24;Kraków;-2.1;-0.7;8.0;5.4;0.0;3.1;Pochmurno z opadami
2024-11-25;Kraków;2.5;4.8;12.4;0.0;0.0;6.2;Pochmurno
2024-11-26;Kraków;-1.0;2.9;9.3;0.0;0.0;8.1;Słonecznie
2024-11-27;Kraków;-6.0;-5.4;0.0;1.0;0.0;1.4;Pochmurno z opadami
2024-11-28;Kraków;-5.3;-0.3;6.7;0.0;0.0;9.7;Słonecznie
2024-11-29;Kraków;-2.3;0.2;5.2;0.0;0.0;6.7;Pochmurno
2024-11-30;Kraków;-5.2;-1.7;1.5;0.0;1.8;3.3;Śnieg
2024-12-01;Kraków;-3.7;-0.9;4.6;0.0;0.0;4.9;Pochmurno
2024-12-02;Kraków;-5.8;1.2;4.7;0.0;0.0;10.9;Słonecznie
2024-12-03;Kraków;-8.6;-2.3;6.6;0.0;0.0;7.4;Słonecznie
2024-12-04;Kraków;-11.1;-5.7;-0.3;0.0;0.0;9.2;Słonecznie
2024-12-05;Kraków;-5.2;-2.6;4.5;0.2;0.5;2.8;Śnieg
2024-12-06;Kraków;-10.8;-5.8;0.1;1.9;2.3;1.2;Śnieg
2024-12-07;Kraków;-7.6;-2.4;2.7;8.4;0.0;0.0;Deszcz
2024-12-08;Kraków;-6.9;-0.2;6.6;0.0;0.0;8.2;Słonecznie
2024-12-09;Kraków;-3.8;-3.7;1.0;0.0;0.7;7.2;Śnieg
2024-12-10;Kraków;-6.9;-2.6;6.0;0.0;0.3;6.9;Śnieg
2024-12-11;Kraków;-1.6;2.3;7.8;0.0;0.0;10.3;Słonecznie
2024-12-12;Kraków;-9.5;-5.0;-1.3;0.0;4.9;10.1;Śnieg
2024-12-13;Kraków;-5.4;-0.2;4.3;0.0;0.0;4.5;Pochmurno
2024-12-14;Kraków;-4.1;0.8;5.2;6.1;0.0;3.3;Pochmurno z opadami
2024-12-15;Kraków;-17.1;-11.0;-4.7;0.0;2.4;3.8;Śnieg
2024-12-16;Kraków;-0.4;1.7;8.7;0.0;0.0;10.4;Słonecznie
2024-12-17;Kraków;-11.6;-8.1;-3.3;0.0;0.0;4.1;Pochmurno
2024-12-18;Kraków;-9.6;-4.3;0.0;2.3;0.0;2.6;Pochmurno z opadami
2024-12-19;Kraków;-5.4;-3.6;0.5;0.0;0.0;4.6;Pochmurno
2024-12-20;Kraków;-6.9;-1.8;0.1;2.4;1.7;5.2;Śnieg
2024-12-21;Kraków;-13.9;-5.6;-3.0;0.0;0.0;8.0;Słonecznie
2024-12-22;Kraków;-9.5;-3.4;2.2;0.0;4.9;6.8;Śnieg
2024-12-23;Kraków;-9.2;-4.5;0.6;0.0;0.0;5.3;Pochmurno
2024-12-24;Kraków;-8.7;-5.8;-3.9;5.5;0.0;0.0;Pochmurno z opadami
2024-12-25;Kraków;-11.5;-7.8;-2.7;0.0;0.3;3.8;Śnieg
2024-12-26;Kraków;-8.0;-1.0;4.5;0.0;0.0;8.3;Słonecznie
2024-12-27;Kraków;-9.4;-6.0;0.2;0.0;0.0;7.2;Słonecznie
2024-12-28;Kraków;-8.9;-5.0;-1.0;2.7;0.7;1.8;Śnieg
2024-12-29;Kraków;-1.2;2.0;7.7;0.0;0.0;10.0;Słonecznie
2024-12-30;Kraków;-4.7;-1.1;0.7;0.0;0.0;8.6;Słonecznie
2024-12-31;Kraków;-7.9;-4.4;0.4;0.0;3.0;8.3;Śnieg
2025-01-01;Kraków;-7.1;-3.5;2.5;0.0;0.1;3.4;Śnieg
2025-01-02;Kraków;-12.8;-9.4;-3.3;0.0;0.0;5.5;Pochmurno
2025-01-03;Kraków;-8.3;-6.1;-5.1;0.0;0.7;7.4;Śnieg
2025-01-04;Kraków;-9.2;-4.7;0.2;0.0;3.7;7.1;Śnieg
2025-01-05;Kraków;-10.2;-6.6;-0.6;0.0;0.0;11.4;Słonecznie
2025-01-06;Kraków;-11.0;-6.8;-1.2;0.0;0.4;5.6;Śnieg
2025-01-07;Kraków;-0.9;3.5;8.7;6.5;0.0;1.9;Pochmurno z opadami
2025-01-08;Kraków;-10.5;-6.2;-1.3;0.0;0.0;5.7;Pochmurno
2025-01-09;Kraków;-7.5;-5.3;2.2;0.0;0.0;4.7;Pochmurno
2025-01-10;Kraków;-8.2;-5.8;0.2;0.1;0.0;1.2;Pochmurno z opadami
2025-01-11;Kraków;-5.6;-2.6;-1.0;0.0;0.0;8.6;Słonecznie
2025-01-12;Kraków;-10.7;-6.9;-3.3;0.0;5.4;12.7;Śnieg
2025-01-13;Kraków;-6.3;-4.8;3.6;0.0;0.0;7.6;Słonecznie
2025-01-14;Kraków;-6.1;-3.4;2.2;0.0;0.0;4.9;Pochmurno
2025-01-15;Kraków;-7.6;-4.1;0.9;0.0;0.8;9.7;Śnieg
2025-01-16;Kraków;-5.1;-3.0;3.2;0.0;0.9;8.1;Śnieg
2025-01-17;Kraków;-12.6;-5.7;-3.8;0.0;1.1;8.2;Śnieg
2025-01-18;Kraków;-3.8;-0.2;4.5;0.2;1.2;3.1;Śnieg
2025-01-19;Kraków;-13.2;-8.9;-3.2;0.0;0.0;9.7;Słonecznie
2025-01-20;Kraków;-0.8;0.0;4.8;0.0;0.0;10.9;Słonecznie
2025-01-21;Kraków;-6.2;-5.7;-3.1;0.0;0.0;8.8;Słonecznie
2025-01-22;Kraków;-9.6;-4.6;-1.0;3.2;0.0;2.6;Pochmurno z opadami
2025-01-23;Kraków;-17.2;-12.2;-8.6;0.0;0.0;8.4;Słonecznie
2025-01-24;Kraków;-12.4;-8.8;-3.8;0.0;0.0;8.6;Słonecznie
2025-01-25;Kraków;-14.2;-8.4;-4.5;3.7;0.0;0.0;Pochmurno z opadami
2025-01-26;Kraków;-10.9;-4.8;-0.3;0.0;0.3;7.7;Śnieg
2025-01-27;Kraków;-9.4;-4.4;1.8;0.0;0.0;12.2;Słonecznie
2025-01-28;Kraków;-12.2;-10.0;-3.8;0.0;0.0;5.3;Pochmurno
2025-01-29;Kraków;-16.1;-9.3;-7.2;0.0;3.1;7.2;Śnieg
2025-01-30;Kraków;0.5;3.1;6.4;0.0;0.0;6.6;Pochmurno
2025-01-31;Kraków;-7.7;-4.4;1.7;0.0;0.9;5.7;Śnieg
2025-02-01;Kraków;-7.9;-7.6;-4.0;1.3;2.0;1.4;Śnieg
2025-02-02;Kraków;-13.9;-8.4;-5.9;0.0;0.4;7.6;Śnieg
2025-02-03;Kraków;-9.7;-6.8;-2.9;0.0;0.0;7.1;Słonecznie
2025-02-04;Kraków;-10.9;-6.6;-1.0;0.0;0.7;5.8;Śnieg
2025-02-05;Kraków;-10.1;-3.4;3.0;0.0;0.0;5.0;Pochmurno
2025-02-06;Kraków;-6.9;-4.4;-2.4;0.0;1.7;6.9;Śnieg
2025-02-07;Kraków;-15.3;-8.8;-5.1;0.0;1.2;6.0;Śnieg
2025-02-08;Kraków;-6.2;-2.6;-0.1;0.0;0.9;4.5;Śnieg
2025-02-09;Kraków;-8.7;-3.2;-1.0;0.0;0.0;10.6;Słonecznie
2025-02-10;Kraków;-9.9;-4.3;0.6;3.9;0.0;0.0;Pochmurno z opadami
2025-02-11;Kraków;-12.9;-9.9;-5.2;0.0;0.0;5.4;Pochmurno
2025-02-12;Kraków;-15.2;-11.4;-7.8;0.0;5.9;12.3;Śnieg
2025-02-13;Kraków;-5.2;-0.6;4.0;0.0;0.7;5.9;Śnieg
2025-02-14;Kraków;-5.3;-0.9;3.3;3.9;1.4;3.2;Śnieg
2025-02-15;Kraków;-5.8;-3.4;1.4;0.0;0.7;9.5;Śnieg
2025-02-16;Kraków;-6.1;-1.9;5.2;0.0;0.6;9.0;Śnieg
2025-02-17;Kraków;-4.6;-1.6;3.1;0.0;1.3;6.7;Śnieg
2025-02-18;Kraków;-3.5;1.1;8.3;0.0;0.0;4.2;Pochmurno
2025-02-19;Kraków;-7.3;0.1;2.7;0.0;0.0;9.9;Słonecznie
2025-02-20;Kraków;-5.0;-3.3;2.6;0.0;0.0;10.0;Słonecznie
2025-02-21;Kraków;-10.6;-4.9;-2.9;0.0;0.4;4.4;Śnieg
2025-02-22;Kraków;-5.7;-2.7;3.6;4.3;5.2;0.7;Śnieg
2025-02-23;Kraków;-0.6;2.0;10.9;0.0;0.0;6.6;Pochmurno
2025-02-24;Kraków;-10.2;-6.5;4.3;0.0;3.0;10.1;Śnieg
2025-02-25;Kraków;-6.1;-0.2;5.4;0.0;0.0;6.6;Pochmurno
2025-02-26;Kraków;-3.7;0.3;6.5;0.0;0.0;2.8;Pochmurno
2025-02-27;Kraków;-4.1;-1.1;6.9;0.0;4.5;9.5;Śnieg
2025-02-28;Kraków;-5.2;0.7;5.8;0.0;2.0;5.5;Śnieg
2025-03-01;Kraków;-0.7;2.4;6.0;0.7;0.0;2.1;Pochmurno z opadami
2025-03-02;Kraków;-5.6;-0.5;6.2;0.0;0.0;5.1;Pochmurno
2025-03-03;Kraków;-3.0;-0.8;3.7;0.0;0.0;9.5;Słonecznie
